t_index	term	df
6616	lexington	4
6617	lg	1
6618	li	27
6619	liabil	1
6620	liar	5
6621	libbi	2
6622	liber	29
6623	liberia	3
6624	liberti	8
6625	libido	1
6626	librari	3
6627	libya	3
6628	libyan	3
6629	licens	19
6630	lid	1
6631	lida	1
6632	lie	8
6633	lieberman	27
6634	lien	1
6635	lieuten	15
6636	life	134
6637	lifeless	1
6638	lifelong	1
6639	lifestyl	2
6640	lifetim	4
6641	lift	90
6642	light	46
6643	lightbulb	1
6644	lighter	2
6645	lightheartedli	2
6646	lightli	4
6647	lightn	4
6648	like	348
6649	likelihood	3
6650	liken	1
6651	likin	2
6652	lilic	1
6653	lima	33
6654	limb	12
6655	lime	4
6656	limit	38
6657	limousin	10
6658	limp	5
6659	limpli	1
6660	lincoln	7
6661	linda	6
6662	lindenhurt	2
6663	lindi	1
6664	lindsai	41
6665	lindsei	2
6666	line	158
6667	lineman	1
6668	liner	2
6669	lineup	4
6670	linger	16
6671	linguist	1
6672	link	84
6673	lion	1
6674	lionel	1
6675	lioniz	1
6676	lip	2
6677	lipent	1
6678	lippin	1
6679	lippold	18
6680	liquid	2
6681	lir	1
6682	lisa	17
6683	lisnard	2
6684	list	97
6685	listen	28
6686	lister	1
6687	lists	1
6688	lit	7
6689	liter	12
6690	literaci	1
6691	literatur	2
6692	lith	1
6693	liton	1
6694	litter	3
6695	littl	162
6696	litton	6
6697	littor	1
6698	liturgi	1
6699	liv	1
6700	live	218
6701	liveliest	1
6702	liver	1
6703	llagostera	3
6704	lleyton	7
6705	llosa	3
6706	lloyd	3
6707	lo	15
6708	load	50
6709	loader	5
6710	loan	22
6711	loayza	2
6712	lob	8
6713	lobbi	7
6714	lobbyist	1
6715	lobito	2
6716	local	100
6717	locani	2
6718	locat	49
6719	lock	19
6720	locker	1
6721	lockerbi	2
6722	lockup	1
6723	locu	1
6724	lodg	1
6725	loft	2
6726	lofti	2
6727	loftiest	1
6728	log	6
6729	logic	5
6730	logist	12
6731	logvinovich	1
6732	lohna	1
6733	loi	1
6734	loit	1
6735	london	33
6736	longer	65
6737	longest	6
6738	longev	1
6739	longshot	1
6740	longstand	4
6741	longtim	26
6742	look	221
6743	lookout	3
6744	loom	7
6745	loop	1
6746	loophol	2
6747	loos	24
6748	loosen	7
6749	looser	2
6750	loot	11
6751	lopez	6
6752	lopsid	4
6753	loran	6
6754	lord	6
6755	lore	1
6756	lorensen	1
6757	lorenzo	6
6758	lori	1
6759	loron	2
6760	lorri	1
6761	lose	79
6762	loser	7
6763	loss	62
6764	lost	150
6765	lot	132
6766	lott	6
6767	lotteri	1
6768	lou	1
6769	loud	13
6770	loudli	1
6771	loudspeak	9
6772	loug	1
6773	loui	65
6774	louisiana	6
6775	louisvil	4
6776	lourd	1
6777	lousi	3
6778	love	50
6779	lowel	3
6780	lower	26
6781	lowest	5
6782	loyal	16
6783	loyalist	17
6784	loyalti	8
6785	lsd	1
6786	lubbock	1
6787	luci	1
6788	lucia	2
6789	luciano	1
6790	lucio	2
6791	luck	4
6792	lucki	20
6793	luckier	1
6794	luckiest	3
6795	lucr	2
6796	ludwig	1
6797	lugar	3
6798	luggag	1
6799	lui	8
6800	lukin	1
6801	lumber	3
6802	lumberjack	1
6803	luna	1
6804	lunch	12
6805	luncheon	3
6806	lunchtim	2
6807	lung	9
6808	luong	6
6809	lurid	1
6810	lurin	1
6811	lush	1
6812	lust	1
6813	luther	2
6814	lutheran	1
6815	luxembourg	3
6816	luxor	2
6817	luxuri	5
6818	lvador	1
6819	lwr	1
6820	lwr2	1
6821	ly	20
6822	lyhoog	1
6823	lynch	2
6824	lyndon	8
6825	lynn	2
6826	lyon	1
6827	lyric	3
6828	mac	4
6829	macarthur	1
6830	macdonald	4
6831	maceda	11
6832	macedonia	2
6833	machaca	3
6834	machet	6
6835	machin	23
6836	machineri	4
6837	machinist	1
6838	mack	8
6839	macon	1
6840	madden	1
6841	maddock	1
6842	madelein	42
6843	madelin	4
6844	madinat	1
6845	madison	3
6846	madix	1
6847	madra	4
6848	madrassah	1
6849	madrid	14
6850	maelstrom	1
6851	mafia	3
6852	magana	6
6853	maganbhai	4
6854	magazin	13
6855	mager	1
6856	maggi	1
6857	magic	2
6858	magistr	3
6859	magnanim	3
6860	magnat	3
6861	magnet	1
6862	magnifi	4
6863	magnific	1
6864	magnitogorsk	2
6865	magnitud	59
6866	magnu	14
6867	magnum	4
6868	mahajan	2
6869	mahatma	1
6870	mahesh	1
6871	mahmood	1
6872	mahmoud	1
6873	mahogani	1
6874	mahopac	1
6875	mahur	3
6876	maiden	1
6877	mail	22
6878	maim	3
6879	main	122
6880	mainagashev	1
6881	mainland	1
6882	mainli	17
6883	mainstai	1
6884	maintain	48
6885	mainten	19
6886	mainupl	1
6887	maj	5
6888	majdanpek	1
6889	majoli	6
6890	major	198
6891	make	275
6892	maker	8
6893	makeshift	16
6894	maketa	1
6895	makeup	1
6896	malaysia	4
6897	malaysian	3
6898	malca	1
6899	malcolm	2
6900	male	2
6901	malevol	4
6902	malfunct	13
6903	malhotra	1
6904	mali	3
6905	malic	2
6906	maliss	1
6907	malivai	1
6908	mall	5
6909	malnourish	1
6910	malnutrit	1
6911	malon	1
6912	malonei	2
6913	mama	1
6914	mamad	2
6915	mamansk	1
6916	mammoth	2
6917	man	7
6918	manag	88
6919	manama	4
6920	mananga	1
6921	manannikova	1
6922	manau	1
6923	manchest	1
6924	mandat	9
6925	mandatori	7
6926	mandela	1
6927	maneuv	27
6928	mangal	1
6929	mangl	12
6930	mangu	1
6931	manhattan	10
6932	manhunt	27
6933	mania	3
6934	manifest	1
6935	manifold	1
6936	manind	1
6937	manipul	27
6938	mann	4
6939	manner	15
6940	manorama	1
6941	mansfield	1
6942	mansi	1
6943	mansion	21
6944	mansoob	1
6945	mansoon	1
6946	mantra	4
6947	manual	2
6948	manuel	5
6949	manufactur	12
6950	maoist	2
6951	map	8
6952	maquiladora	1
6953	mar	20
6954	maradiaga	1
6955	maraniss	1
6956	marat	27
6957	marathon	6
6958	marbella	1
6959	marbl	3
6960	marburi	1
6961	marc	23
6962	marcela	1
6963	marcelo	2
6964	march	59
6965	marchenko	1
6966	marcher	6
6967	marci	1
6968	marco	7
6969	marg	1
6970	margaret	4
6971	margin	26
6972	margolin	2
6973	mari	27
6974	maria	13
6975	mariam	1
6976	mariana	2
6977	mariano	1
6978	marietta	3
6979	marija	1
6980	marijuana	5
6981	marilyn	4
6982	marin	39
6983	mario	9
6984	marit	2
6985	maritim	17
6986	marjanov	2
6987	mark	85
6988	market	33
6989	marketplac	2
6990	marko	11
6991	markov	10
6992	marlborough	2
6993	marlen	2
6994	marlin	15
6995	marlton	1
6996	marmian	1
6997	maroon	1
6998	marquez	15
6999	marrero	2
7000	marri	7
7001	marriag	5
7002	marroquin	1
7003	marrow	1
7004	marsha	1
7005	marshal	12
7006	marshallfor	1
7007	marshallreport	1
7008	mart	1
7009	marta	2
7010	martha	2
7011	marti	1
7012	martial	1
7013	martin	20
7014	martina	40
7015	martinez	8
7016	martyr	3
7017	martz	1
7018	marv	1
7019	marvel	2
7020	marxist	11
7021	maryland	3
7022	masia	1
7023	mask	5
7024	mason	3
7025	masonri	11
7026	masquerad	1
7027	masri	2
7028	mass	41
7029	massachusett	5
7030	massacr	6
7031	masseus	1
7032	massi	2
7033	massif	1
7034	massiv	65
7035	mast	1
7036	master	10
7037	masteri	1
7038	mastermind	33
7039	mat	1
7040	match	70
7041	matchup	6
7042	mate	18
7043	materi	42
7044	math	1
7045	mathemat	3
7046	mathewson	2
7047	mathieu	1
7048	matic	4
7049	matt	1
7050	matter	77
7051	matthew	8
7052	mattingli	1
7053	mattress	5
7054	matur	2
7055	mauresmo	6
7056	mauricio	1
7057	mauritania	4
7058	mauro	1
7059	mausoleum	3
7060	max	1
7061	maxim	2
7062	maximalist	1
7063	maximum	34
7064	mayb	39
7065	mayhem	3
7066	mayor	30
7067	maze	2
7068	mbeki	3
7069	mcalest	3
7070	mcarthur	1
7071	mcauliff	4
7072	mcavoi	1
7073	mccain	5
7074	mccarthi	2
7075	mcclean	1
7076	mcclure	1
7077	mccollum	7
7078	mccomb	1
7079	mcconnel	1
7080	mcdaniel	1
7081	mcdonald	2
7082	mcdoogl	3
7083	mcdougal	12
7084	mcduff	1
7085	mcduge	1
7086	mcenro	2
7087	mcgwire	2
7088	mci	1
7089	mcintosh	1
7090	mcnamara	1
7091	mcveigh	1
7092	md	6
7093	meager	2
7094	meal	6
7095	mean	65
7096	meaning	2
7097	meant	22
7098	meantim	14
7099	measur	69
7100	meat	3
7101	mecca	2
7102	mechan	10
7103	mechanicsvil	3
7104	medal	10
7105	medalist	5
7106	media	68
7107	mediat	17
7108	medic	92
7109	medicar	13
7110	medicin	18
7111	medina	5
7112	medinat	2
7113	mediterranean	6
7114	medium	6
7115	meena	1
7116	meet	171
7117	megaphon	1
7118	megawatt	2
7119	meghann	3
7120	megrahi	1
7121	meguid	1
7122	mehta	3
7123	mei	1
7124	mela	3
7125	melancholi	1
7126	melbourn	28
7127	mele	7
7128	melissa	7
7129	mell	1
7130	mellman	1
7131	melros	1
7132	melt	3
7133	melvin	4
7134	member	205
7135	membership	4
7136	memento	1
7137	memo	5
7138	memoir	1
7139	memor	4
7140	memorandum	1
7141	memori	58
7142	memphi	1
7143	men	217
7144	menac	1
7145	mend	3
7146	menet	1
7147	mengistu	1
7148	mensch	1
7149	mental	15
7150	mention	37
7151	mentor	1
7152	menu	2
7153	mer	1
7154	merced	3
7155	merchant	6
7156	merci	6
7157	merciless	1
7158	mere	17
7159	merg	3
7160	merger	2
7161	meri	2
7162	merianov	1
7163	merit	13
7164	merlin	1
7165	mermonsk	1
7166	mermosk	1
7167	mern	1
7168	merri	2
7169	mershon	8
7170	mesh	2
7171	mesmer	1
7172	mess	17
7173	messag	44
7174	messeng	1
7175	metal	32
7176	metallurg	2
7177	metaphor	3
7178	meteorolog	6
7179	meteorologist	3
7180	meter	2
7181	method	15
7182	methodist	2
7183	methodolog	1
7184	methyl	1
7185	meticul	4
7186	metropolitan	1
7187	mexican	4
7188	mexico	34
7189	mia	12
7190	miami	14
7191	miand	1
7192	micandinov	1
7193	mich	9
7194	michael	43
7195	michal	3
7196	michel	4
7197	michella	1
7198	michigan	18
7199	mickelson	3
7200	mickli	1
7201	microphon	2
7202	microscop	2
7203	micunov	1
7204	mid	35
7205	midafternoon	1
7206	middai	11
7207	middl	133
7208	mideast	25
7209	midhar	2
7210	midnight	19
7211	midpoint	1
7212	midsect	3
7213	midst	7
7214	midstream	1
7215	midwai	2
7216	midweek	1
7217	midwest	3
7218	midwestern	1
7219	mif	1
7220	mift	1
7221	mighti	3
7222	migrant	2
7223	migrat	5
7224	miguel	11
7225	mihailova	1
7226	mihajlov	3
7227	mihdar	3
7228	miiltari	1
7229	mik	1
7230	mike	22
7231	mikhail	8
7232	mikhailov	1
7233	mikilo	1
7234	miklaszeski	1
7235	miklaszewski	14
7236	miklaszweski	1
7237	milagro	2
7238	milan	10
7239	milanko	1
7240	milanov	2
7241	mild	7
7242	mildli	1
7243	mildr	1
7244	mile	138
7245	mileston	2
7246	milica	2
7247	milit	38
7248	militantli	2
7249	militar	3
7250	militari	282
7251	militarili	8
7252	militia	2
7253	militiamen	1
7254	milivoj	1
7255	milivojev	1
7256	milk	1
7257	milken	17
7258	mill	3
7259	millenni	1
7260	millennium	4
7261	miller	6
7262	millimet	2
7263	million	192
7264	millionair	15
7265	milo	3
7266	milosev	134
7267	milosov	1
7268	milovan	2
7269	milroi	1
7270	milutin	4
7271	milutinov	9
7272	milwauke	6
7273	minaret	2
7274	minc	1
7275	mind	38
7276	minder	1
7277	mindset	1
7278	mine	16
7279	minefield	1
7280	miner	20
7281	minesweep	1
7282	mingl	3
7283	minh	24
7284	miniatur	1
7285	minim	3
7286	minimum	13
7287	minist	171
7288	ministri	35
7289	minivan	1
7290	minn	3
7291	minneapoli	2
7292	minner	1
7293	minnesota	12
7294	minnesotan	1
7295	minor	39
7296	mint	1
7297	minu	6
7298	minut	114
7299	mira	3
7300	miracl	10
7301	miracul	7
7302	miranda	3
7303	mirco	1
7304	miriam	1
7305	mirjana	9
7306	mirko	2
7307	miroljub	1
7308	miroslav	2
7309	miroslava	2
7310	mirror	3
7311	misappli	2
7312	miscalcul	1
7313	misconduct	1
7314	misconstru	1
7315	miscu	1
7316	misde	2
7317	misdemeanor	8
7318	miser	4
7319	miseri	1
7320	misfir	3
7321	misfortun	1
7322	misguid	1
7323	misha	2
7324	mishandl	6
7325	mishap	1
7326	mishra	1
7327	misinform	2
7328	misl	2
7329	mislead	1
7330	mismanag	3
7331	mismatch	4
7332	misnom	1
7333	mispronounc	1
7334	misrepres	1
7335	misrepresent	1
7336	misri	1
7337	miss	154
7338	missil	55
7339	mission	55
7340	missionari	3
7341	mississippi	13
7342	missouri	67
7343	missourian	6
7344	misspel	1
7345	misstat	3
7346	misstep	2
7347	mistak	32
7348	mistaken	3
7349	mistreat	4
7350	mistress	6
7351	mistrust	1
7352	misunderstand	3
7353	misunderstood	4
7354	misus	2
7355	mitch	5
7356	mitchel	7
7357	mitic	2
7358	mitig	5
7359	mitra	1
7360	mitrovica	1
7361	mittman	1
7362	mix	26
7363	mixtur	3
7364	mladic	2
7365	mladjan	3
7366	moammar	1
7367	moan	1
7368	mob	27
7369	mobil	17
7370	mock	5
7371	mockeri	1
7372	mode	4
7373	model	12
7374	moder	29
7375	modern	24
7376	modest	7
7377	modifi	6
7378	mofrt	1
7379	mogul	5
7380	moham	24
7381	mohammad	1
7382	mohm	1
7383	mohsen	3
7384	moin	1
7385	molass	1
7386	mold	1
7387	mole	1
7388	molest	1
7389	molotov	1
7390	mom	5
7391	momcilo	1
7392	moment	110
7393	moments	1
7394	momentum	12
7395	momir	5
7396	mommi	1
7397	mona	1
7398	monarch	1
7399	monarchi	1
7400	monasteri	1
7401	mondai	207
7402	monei	115
7403	monetari	13
7404	monger	2
7405	monica	32
7406	moniqu	1
7407	monitor	15
7408	monopol	1
7409	monoxid	2
7410	monsignor	1
7411	mont	1
7412	montana	9
7413	montecino	5
7414	montelo	1
7415	montenegrin	7
7416	montenegro	23
7417	montesino	41
7418	montesseno	1
7419	montgomeri	2
7420	month	271
7421	monthli	1
7422	monthlong	1
7423	monticello	1
7424	montonegro	1
7425	montono	1
7426	montoursvil	1
7427	monument	3
7428	moo	1
7429	mood	19
7430	moolgd	1
7431	moon	1
7432	moonei	1
7433	mooni	1
7434	moor	35
7435	moorin	1
7436	moot	1
7437	mope	1
7438	moral	38
7439	morali	1
7440	morariu	4
7441	moratorium	5
7442	moreno	8
7443	moresmo	1
7444	morgan	1
7445	morgu	8
7446	mori	5
7447	morison	1
7448	mork	1
7449	morn	139
7450	moroccan	1
7451	morocco	8
7452	moros	1
7453	morph	1
7454	morrano	1
7455	morri	2
7456	morrisvil	2
7457	mortal	2
7458	mortar	4
7459	mortem	2
7460	morton	3
7461	moscow	79
7462	mosqu	14
7463	mosquito	1
7464	mossad	1
7465	motahar	1
7466	motel	9
7467	moth	1
7468	mother	64
7469	motherland	1
7470	motherless	1
7471	motion	11
7472	motiv	19
7473	motlei	1
7474	motor	19
7475	motorbik	1
7476	motorcad	11
7477	motorcycl	6
7478	motorist	1
7479	motsak	4
7480	motto	2
7481	mound	11
7482	mount	32
7483	mountain	37
7484	mountainsid	6
7485	mountaintop	1
7486	mourn	21
7487	mourner	12
7488	mourton	1
7489	mouth	4
7490	mouthpiec	3
7491	move	139
7492	movement	37
7493	mover	5
7494	movi	10
7495	mow	2
7496	moya	10
7497	moynihan	5
7498	moyo	1
7499	mozambiqu	2
7500	mph	16
7501	mr	151
7502	mra	2
7503	mrclinton	1
7504	msnbc	5
7505	mtv	1
7506	mubarak	6
7507	mud	24
7508	muddi	4
7509	muddl	3
7510	mudslid	5
7511	mueller	5
7512	muezzin	1
7513	muffl	3
7514	mug	2
7515	mugab	1
7516	muhajiroun	3
7517	muham	1
7518	muhammad	7
7519	mujahedeen	1
7520	mujahedin	1
7521	mujahid	1
7522	mull	3
7523	mullah	1
7524	mulligan	1
7525	mullin	9
7526	mulshankar	3
7527	multi	1
7528	multifacet	2
7529	multilingu	1
7530	multimillion	2
7531	multimillionair	3
7532	multin	4
7533	multiparti	2
7534	multipl	11
7535	multipli	1
7536	multistori	7
7537	multitud	2
7538	mum	2
7539	mumbai	1
7540	munchak	1
7541	mundan	2
7542	munich	1
7543	municip	17
7544	munit	3
7545	muprhi	1
7546	muqbel	1
7547	murder	52
7548	murdoch	1
7549	murk	1
7550	murki	3
7551	murmansk	5
7552	murmosk	1
7553	murousi	1
7554	murphi	21
7555	murrai	2
7556	murtza	1
7557	musawah	3
7558	muscl	4
7559	muscular	1
7560	muse	1
7561	museum	7
7562	musharraf	4
7563	music	13
7564	musician	2
7565	muslim	59
7566	mustach	2
7567	muster	1
7568	mustn	3
7569	mute	9
7570	mutil	2
7571	mutin	1
7572	mutini	7
7573	muttawakil	1
7574	mutter	1
7575	mutual	1
7576	myakka	1
7577	myasthenia	1
7578	mydan	1
7579	myer	4
7580	myong	2
7581	mysteri	17
7582	mystiqu	1
7583	myth	2
7584	mythic	1
7585	naacp	1
7586	nab	2
7587	nabil	1
7588	nachtig	4
7589	nacion	1
7590	nadejda	1
7591	nader	12
7592	naderi	2
7593	nadia	1
7594	nadler	1
7595	nadu	1
7596	nagel	1
7597	nagl	1
7598	nagyova	3
7599	nahdi	1
7600	nai	1
7601	nail	3
7602	naina	5
7603	nainabehn	1
7604	nairobi	6
7605	nairri	1
7606	naiv	1
7607	naji	1
7608	najjar	1
7609	nake	2
7610	namast	1
7611	nambiar	1
7612	name	81
7613	namesak	1
7614	namrata	5
7615	nanci	3
7616	nanni	1
7617	nanuet	1
7618	naoya	1
7619	nap	2
7620	narayan	2
7621	narayanan	1
7622	narbheram	1
7623	narcot	13
7624	narr	1
7625	narrow	29
7626	narrowli	9
7627	nasa	1
7628	nasdaq	1
7629	nashvil	7
7630	nasir	1
7631	nasr	1
7632	nassou	2
7633	nasti	1
7634	nastier	1
7635	natalia	1
7636	nath	1
7637	nati	1
7638	nation	332
7639	nationalcop	1
7640	nationalist	15
7641	nationwid	20
7642	nativ	18
7643	nato	47
7644	natop	1
7645	natta	1
7646	natter	11
7647	natur	49
7648	nauf	1
7649	navajo	4
7650	naval	108
7651	navarro	1
7652	navasota	1
7653	navcent_pag	2
7654	navel	1
7655	navi	230
7656	navig	2
7657	navnirman	1
7658	navpalib	4
7659	navrotski	8
7660	navstanorva	1
7661	navymen	2
7662	nazi	3
7663	nbc	66
7664	nea	1
7665	near	181
7666	nearbi	66
7667	nearest	1
7668	nearli	115
7669	neat	4
7670	neatli	1
7671	neb	1
7672	nebojsa	15
7673	nebraska	4
7674	necess	2
7675	necessari	30
7676	necessarili	8
7677	necessit	3
7678	neck	9
7679	ned	1
7680	need	210
7681	needi	1
7682	neediest	1
7683	needl	1
7684	neeman	1
7685	neg	12
7686	negat	1
7687	neglect	2
7688	neglig	4
7689	negoti	63
7690	neighbor	83
7691	neighborhood	54
7692	neighborli	5
7693	neil	2
7694	neill	3
7695	nelli	1
7696	nelson	8
7697	nemesi	4
7698	nemeth	1
7699	nena	1
7700	nenad	10
7701	nenadov	1
7702	nene	1
7703	neo	7
7704	nepal	8
7705	nephew	5
7706	neruda	2
7707	nerv	5
7708	nervou	12
7709	nervous	4
7710	nese	1
7711	ness	1
7712	nest	1
7713	net	81
7714	netherland	15
7715	network	61
7716	neutral	4
7717	nevada	7
7718	nevypolneniy	1
7719	new	611
7720	newark	1
7721	newburi	21
7722	newcomb	1
7723	newer	1
7724	newest	6
7725	newfound	1
7726	newli	34
7727	newlyw	2
7728	newport	2
7729	news_stori	3
7730	newscast	7
7731	newslett	4
7732	newsmagazin	1
7733	newsnow	1
7734	newspap	58
7735	newsroom	1
7736	newsstand	1
7737	newsweek	3
7738	newswir	1
7739	nfl	1
7740	nga	4
7741	ngan	1
7742	ngo	2
7743	ngoc	2
7744	nguessan	2
7745	nguyen	4
7746	nhan	1
7747	nhema	1
7748	ni	10
7749	nic	1
7750	nicaragua	3
7751	nice	10
7752	niceti	1
7753	nich	1
7754	nichola	2
7755	nick	4
7756	nicknam	5
7757	nicodem	2
7758	nicol	3
7759	nicola	8
7760	nidal	1
7761	niec	1
7762	nielsen	1
7763	nien	2
7764	nieto	1
7765	nigeria	7
7766	nigerian	1
7767	night	198
7768	nightclub	3
7769	nighter	1
7770	nightfal	3
7771	nightgown	2
7772	nightli	2
7773	nightmar	6
7774	nightmarish	1
7775	nighttim	6
7776	nikit	1
7777	nikol	2
7778	nikola	3
7779	niksic	2
7780	nimesh	1
7781	nina	5
7782	nineti	1
7783	nino	1
7784	ninth	20
7785	nip	2
7786	nirmala	1
7787	nissan	3
7788	nitex	2
7789	nitrat	1
7790	nitti	1
7791	nixon	17
7792	nizali	1
7793	nleomf	1
7794	nobl	3
7795	nobleman	1
7796	nod	2
7797	noi	1
7798	nois	6
7799	noisi	1
7800	nolan	1
7801	noman	1
7802	nomin	17
7803	nomine	14
7804	nonchalantli	1
7805	noncommiss	1
7806	nonessenti	3
7807	nonetheless	9
7808	nonexist	5
7809	nongovern	2
7810	nonneman	1
7811	nonpartisan	6
7812	nonpolit	2
7813	nonprofit	3
7814	nonsens	1
7815	nonspecif	1
7816	nonstat	1
7817	nonstop	4
7818	nonviol	7
7819	nonword	1
7820	noparolepelti	2
7821	norah	1
7822	norfolk	67
7823	norm	3
7824	normal	69
7825	normalci	1
7826	norman	19
7827	north	78
7828	northeast	10
7829	northeastern	6
7830	northern	60
7831	northup	4
7832	northward	1
7833	northwest	17
7834	northwestern	3
7835	norton	1
7836	norwai	14
7837	norwegian	44
7838	nose	3
7839	nostalgia	1
7840	notabl	10
7841	notch	4
7842	note	70
7843	notebook	2
7844	notic	19
7845	notif	1
7846	notifi	20
7847	notion	4
7848	notori	6
7849	notorieti	1
7850	notr	2
7851	notwithstand	2
7852	nov	38
7853	novel	2
7854	novelist	2
7855	novemb	36
7856	novi	4
7857	novic	1
7858	novost	1
7859	novosti	3
7860	nowadai	1
7861	npr	9
7862	ntsb	5
7863	nuanc	1
7864	nuclear	52
7865	nude	1
7866	nudg	3
7867	nuffer	1
7868	null	1
7869	nullifi	9
7870	numb	1
7871	number	145
7872	numer	21
7873	nun	1
7874	nuria	3
7875	nurs	8
7876	nurtur	2
7877	nuvajubhai	1
7878	nytim	1
7879	oa	2
7880	oakland	1
7881	oasi	2
7882	oath	13
7883	oaxa	1
7884	obedi	2
7885	obei	9
7886	obituari	1
7887	object	36
7888	oblig	9
7889	obliqu	1
7890	obliter	2
7891	obrad	1
7892	obradov	3
7893	obrenovac	1
7894	obscen	2
7895	obscur	5
7896	observ	45
7897	observatori	1
7898	obsess	2
7899	obstacl	14
7900	obstinaci	1
7901	obstruct	3
7902	obstructionist	1
7903	obtain	61
7904	obviou	12
7905	obvious	46
7906	obyazatelstv	1
7907	occas	19
7908	occasion	14
7909	occup	9
7910	occupi	16
7911	occur	67
7912	ocean	13
7913	ochoa	3
7914	oct	112
7915	oct2000	1
7916	octob	76
7917	octopu	3
7918	odci	4
7919	odd	10
7920	odeh	1
7921	odium	1
7922	odlon	1
7923	odolon	1
7924	off	2
7925	offenc	1
7926	offend	13
7927	offens	16
7928	offer	128
7929	offic	364
7930	offici	496
7931	offshoot	1
7932	offshor	11
7933	ofici	1
7934	ofussia	1
7935	ogen	1
7936	ognjen	1
7937	oh	14
7938	ohio	9
7939	oht	2
7940	oik	1
7941	oil	48
7942	oiler	2
7943	oilfield	1
7944	oili	4
7945	ojdan	3
7946	ok	16
7947	okai	8
7948	okaz	1
7949	okla	2
7950	oklahoma	13
7951	oklia	1
7952	old	256
7953	olden	1
7954	older	9
7955	oldest	9
7956	oleg	2
7957	olga	3
7958	oliv	5
7959	oliva	2
7960	olivera	5
7961	olivo	1
7962	oloroc	1
7963	olsen	3
7964	olson	1
7965	olymp	16
7966	olympia	3
7967	olympian	1
7968	omah	1
7969	oman	4
7970	omar	9
7971	ombudsman	4
7972	omen	3
7973	omeri	1
7974	omin	2
7975	omiss	2
7976	omit	2
7977	omnivor	1
7978	on	49
7979	onal	1
7980	onboard	4
7981	onetim	2
7982	ongo	14
7983	onkar	1
7984	onlin	1
7985	onlook	9
7986	onsit	1
7987	onslaught	1
7988	onw	1
7989	onward	1
7990	opec	1
7991	open	275
7992	openli	16
7993	oper	166
7994	opera	2
7995	operat	1
7996	opinion	23
7997	oppon	75
7998	opportun	30
7999	oppos	42
8000	opposit	188
8001	opt	6
8002	optic	2
8003	optim	4
8004	optimist	12
8005	option	39
8006	opul	3
8007	opusa	1
8008	oracl	1
8009	oral	1
8010	orang	10
8011	orano	1
8012	orat	2
8013	oratori	1
8014	orbit	1
8015	orchard	1
8016	orchestr	4
8017	ordain	1
8018	ordeal	5
8019	order	132
8020	orderli	6
8021	ordin	1
8022	ordinari	16
8023	ordnanc	7
8024	oregon	11
8025	oreman	1
8026	org	13
8027	organ	120
8028	organiz	2
8029	orgi	1
8030	orient	6
8031	origin	46
8032	orissa	1
8033	orlando	4
8034	orlean	1
8035	orphan	1
8036	orrin	2
8037	ortega	2
8038	ortel	1
8039	orthodox	17
8040	orthoped	1
8041	ortiz	3
8042	osama	84
8043	oscar	5
8044	oshima	3
8045	oshman	6
8046	oskinoff	1
8047	oslo	2
8048	osprei	1
8049	osseo	1
8050	ostentati	1
8051	osteochondrosi	1
8052	ostrichlik	1
8053	otpor	2
8054	ottoman	5
8055	ouattara	30
8056	ought	13
8057	oui	1
8058	ouof	1
8059	oust	53
8060	ouster	9
8061	out	3
8062	outboard	3
8063	outbreak	6
8064	outburst	3
8065	outclass	1
8066	outcom	46
8067	outcri	1
8068	outdoor	4
8069	outer	11
8070	outfit	6
8071	outgo	9
8072	outgrowth	2
8073	outgun	1
8074	outlai	1
8075	outlast	4
8076	outlaw	8
8077	outlet	4
8078	outli	1
8079	outlin	8
8080	outliv	1
8081	outmaneuv	3
8082	outmod	1
8083	outnumb	3
8084	outplai	1
8085	outpol	16
8086	outpost	1
8087	outpour	5
8088	output	2
8089	outrag	21
8090	outrais	1
8091	outreach	1
8092	outright	21
8093	outset	4
8094	outsid	175
8095	outskirt	4
8096	outsmart	3
8097	outspend	1
8098	outspent	3
8099	outspoken	4
8100	outstand	2
8101	outster	1
8102	outstrip	1
8103	outtara	1
8104	outvot	1
8105	outward	3
8106	outwardli	1
8107	outweigh	2
8108	oval	4
8109	ovat	1
8110	overabund	1
8111	overal	6
8112	overbil	1
8113	overboard	2
8114	overcam	8
8115	overcom	13
8116	overconfid	3
8117	overcrowd	1
8118	overdo	1
8119	overdu	1
8120	overec	1
8121	overestim	1
8122	overextend	1
8123	overflow	4
8124	overh	1
8125	overhaul	3
8126	overhead	13
8127	overjoi	1
8128	overlap	1
8129	overli	2
8130	overload	3
8131	overlook	8
8132	overnight	25
8133	overpaid	1
8134	overpow	17
8135	overreact	1
8136	overrid	3
8137	overrul	1
8138	overrun	2
8139	oversaw	5
8140	overse	29
8141	oversea	25
8142	overshadow	10
8143	oversight	1
8144	overst	2
8145	overstai	1
8146	overstep	1
8147	overt	3
8148	overtak	2
8149	overtaken	1
8150	overthrew	5
8151	overthrow	9
8152	overthrown	4
8153	overtim	2
8154	overtli	1
8155	overton	1
8156	overtook	1
8157	overtur	2
8158	overturff	1
8159	overturn	16
8160	overwhelm	27
8161	overwhelmingli	2
8162	overwrought	1
8163	overzeal	2
8164	ow	7
8165	owen	9
8166	owhali	2
8167	own	21
8168	owner	20
8169	ownership	1
8170	oxfam	1
8171	oxfamamerica	1
8172	oxygen	1
8173	oyanguren	1
8174	pabl	2
