t_index	term	df
8175	pac	1
8176	pace	10
8177	pacif	26
8178	pack	34
8179	packag	4
8180	pact	7
8181	paddi	12
8182	paddl	1
8183	padella	1
8184	padlock	1
8185	pae	2
8186	page	37
8187	pageantri	2
8188	pager	1
8189	pai	46
8190	paid	30
8191	paig	1
8192	pain	30
8193	painfulli	1
8194	painstak	3
8195	painstakingli	3
8196	paint	11
8197	painter	1
8198	pair	20
8199	pajama	1
8200	pajoli	1
8201	pakistan	30
8202	pakistani	8
8203	palac	24
8204	palacio	2
8205	palanka	3
8206	pale	2
8207	palestin	11
8208	palestinian	53
8209	pall	2
8210	pallbear	1
8211	palm	5
8212	palmer	7
8213	paltri	1
8214	pamper	1
8215	pamphlet	3
8216	pan	8
8217	panama	24
8218	panamanian	1
8219	panamericana	1
8220	panchal	1
8221	pandya	14
8222	paneagua	2
8223	panel	16
8224	paniagua	35
8225	panic	16
8226	panick	8
8227	pant	1
8228	pantap	1
8229	panther	1
8230	pantsuit	1
8231	paola	3
8232	papandr	2
8233	paper	24
8234	paperwork	2
8235	para	1
8236	parachut	1
8237	parad	21
8238	paradigm	1
8239	paradox	1
8240	parafinanci	2
8241	paraguai	3
8242	parallel	6
8243	paralys	1
8244	paralyz	1
8245	paramed	2
8246	paramilitari	10
8247	paranoia	3
8248	paranoiac	1
8249	paraphras	1
8250	parapleg	2
8251	parapolic	2
8252	pardon	91
8253	parent	60
8254	pari	9
8255	pariah	5
8256	parikh	1
8257	parishion	3
8258	park	48
8259	parlanc	3
8260	parlett	1
8261	parliament	58
8262	parliamentari	6
8263	parliamentarian	1
8264	parlor	1
8265	parmar	1
8266	parodi	1
8267	parol	16
8268	part	71
8269	parth	2
8270	parti	192
8271	partial	11
8272	particip	60
8273	particular	31
8274	particularli	41
8275	partisan	3
8276	partisanship	2
8277	partit	2
8278	partli	10
8279	partner	41
8280	partnership	5
8281	parvail	1
8282	pasariavich	1
8283	pascagoula	6
8284	pascual	2
8285	paso	10
8286	pasriavach	1
8287	pasriavich	1
8288	pasricha	1
8289	pass	82
8290	passag	7
8291	passagewai	1
8292	passeng	5
8293	passion	10
8294	passiv	2
8295	passport	9
8296	past	140
8297	pasta	1
8298	pastim	1
8299	pastri	2
8300	pastur	1
8301	pat	13
8302	pataki	1
8303	patch	4
8304	patel	10
8305	patera	1
8306	patern	2
8307	path	17
8308	pathwai	1
8309	patienc	5
8310	patient	19
8311	patriarch	1
8312	patricia	8
8313	patrick	55
8314	patriot	4
8315	patrol	20
8316	patron	1
8317	patronag	2
8318	patt	1
8319	patten	3
8320	pattern	12
8321	patti	6
8322	paubl	1
8323	pauciti	1
8324	paul	25
8325	paula	2
8326	pauli	1
8327	paulin	1
8328	paus	8
8329	paval	1
8330	pave	7
8331	pavel	13
8332	pavelo	1
8333	pavement	4
8334	pavkov	9
8335	pavl	1
8336	payback	1
8337	paycheck	2
8338	payment	14
8339	payn	2
8340	payout	1
8341	payton	1
8342	pb	3
8343	pcp	1
8344	pdci	6
8345	peac	97
8346	peacefulli	21
8347	peacekeep	7
8348	peacemak	1
8349	peacetre	1
8350	peacetreesvietnam	1
8351	peach	1
8352	peak	1
8353	pearl	1
8354	pearland	2
8355	peas	3
8356	peasant	4
8357	peddl	12
8358	peddler	1
8359	pedestrian	3
8360	pedro	1
8361	peduca	1
8362	peek	1
8363	peeler	1
8364	peer	3
8365	pejor	1
8366	pelev	1
8367	pelki	7
8368	pelt	4
8369	peltier	12
8370	pelvi	1
8371	pen	4
8372	pena	2
8373	penal	4
8374	penalti	19
8375	pencil	1
8376	pend	11
8377	penetr	7
8378	peng	2
8379	peninsula	43
8380	penitentiari	3
8381	penn	3
8382	pennsylvania	27
8383	pension	3
8384	pent	1
8385	pentag	1
8386	pentagon	125
8387	peopl	483
8388	pepper	3
8389	perceiv	10
8390	percent	97
8391	percentag	12
8392	percept	3
8393	perch	6
8394	percol	1
8395	perdu	3
8396	perelman	1
8397	perez	14
8398	perfect	14
8399	perfectli	2
8400	perform	28
8401	pergram	1
8402	peril	5
8403	perimet	2
8404	period	43
8405	peripher	1
8406	peris	1
8407	perish	9
8408	perjuri	6
8409	perk	1
8410	perman	15
8411	permiss	3
8412	permit	21
8413	perpetr	8
8414	perpetu	1
8415	persecut	10
8416	persever	3
8417	persian	67
8418	persist	11
8419	person	112
8420	personifi	2
8421	personnel	60
8422	perspect	10
8423	persuad	27
8424	persuas	1
8425	pertain	1
8426	peru	62
8427	peruano	1
8428	perus	1
8429	peruvian	50
8430	pervas	1
8431	pervers	1
8432	pervez	4
8433	peshawar	1
8434	pessag	1
8435	pessim	2
8436	pessimist	1
8437	pet	3
8438	pete	38
8439	peter	26
8440	petersberg	1
8441	petersburg	8
8442	petersen	2
8443	peterson	10
8444	petier	1
8445	petit	16
8446	petn	1
8447	petrova	1
8448	petti	6
8449	pew	2
8450	pezzor	2
8451	pham	3
8452	pharmaceut	4
8453	pharmaci	2
8454	phase	9
8455	phenomenon	3
8456	pherchevia	1
8457	phieu	7
8458	phil	2
8459	philadelphia	3
8460	philanthrop	3
8461	philanthropi	4
8462	philanthropist	1
8463	philharmon	1
8464	philip	12
8465	philippin	3
8466	phillip	1
8467	philosophi	3
8468	phoenix	3
8469	phone	62
8470	phonet	1
8471	phoni	2
8472	photo	24
8473	photograph	25
8474	phrase	6
8475	phylli	1
8476	physic	30
8477	physician	5
8478	pick	61
8479	pickax	1
8480	picker	1
8481	picket	5
8482	pickup	10
8483	picnic	3
8484	pictur	35
8485	piec	49
8486	piecem	1
8487	pier	8
8488	pierc	11
8489	pierr	3
8490	pietropaoli	1
8491	pig	5
8492	piggyback	2
8493	pike	1
8494	pile	24
8495	pilfer	1
8496	pilgrim	2
8497	pillar	16
8498	pillori	3
8499	pillow	1
8500	pillowcas	1
8501	pilot	28
8502	pin	10
8503	pincu	3
8504	pine	9
8505	pink	4
8506	pinkish	1
8507	pinochet	1
8508	pinpoint	2
8509	piolin	6
8510	pioneer	2
8511	pipe	6
8512	pipelin	6
8513	piper	1
8514	pistol	8
8515	pit	17
8516	pitch	9
8517	pitkowski	1
8518	pittman	1
8519	pittsburg	2
8520	pittsburgh	3
8521	pivot	6
8522	pizza	2
8523	placard	3
8524	placat	2
8525	place	217
8526	plagu	10
8527	plai	131
8528	plain	4
8529	plainli	1
8530	plaintiff	1
8531	plaintiv	2
8532	plan	251
8533	planc	1
8534	plane	125
8535	planeload	9
8536	planner	2
8537	plant	19
8538	plantat	4
8539	planter	1
8540	plaster	2
8541	plastic	29
8542	plate	11
8543	plateau	3
8544	platform	19
8545	platt	1
8546	player	54
8547	playoff	1
8548	playwright	2
8549	plaza	2
8550	plead	31
8551	pleas	14
8552	pleaser	2
8553	pleasur	8
8554	plebiscit	2
8555	pled	2
8556	pledg	68
8557	plenti	7
8558	plight	3
8559	ploi	1
8560	plot	25
8561	plotnikov	2
8562	plotter	2
8563	plow	2
8564	plu	20
8565	pluck	3
8566	plug	2
8567	plum	5
8568	plume	3
8569	plummet	6
8570	plung	13
8571	plural	1
8572	plush	1
8573	plust	1
8574	ply	1
8575	pmsea	2
8576	pneumat	2
8577	pock	1
8578	pocket	20
8579	pocketbook	1
8580	podesta	1
8581	podgarica	1
8582	podgorica	3
8583	podium	3
8584	poet	1
8585	poignanc	1
8586	poignant	6
8587	point	189
8588	pointedli	1
8589	pointless	2
8590	pois	6
8591	poison	7
8592	poke	2
8593	poker	1
8594	poland	4
8595	polar	2
8596	pole	7
8597	polic	212
8598	policeman	14
8599	policemen	14
8600	polici	94
8601	polish	3
8602	polit	229
8603	politburo	1
8604	politi	1
8605	politic	3
8606	politica	1
8607	politician	42
8608	politika	5
8609	poll	64
8610	pollard	6
8611	pollincen	1
8612	pollster	4
8613	pollut	3
8614	polo	1
8615	pomp	2
8616	ponchevo	1
8617	poncho	3
8618	ponder	2
8619	pondicherri	2
8620	pontiac	1
8621	ponytail	5
8622	pooh	2
8623	pool	9
8624	poor	27
8625	poorer	2
8626	poorest	4
8627	poorli	6
8628	pop	2
8629	pope	64
8630	popov	4
8631	popul	48
8632	popular	94
8633	popularli	1
8634	populist	7
8635	por	1
8636	porch	2
8637	porou	1
8638	porridg	1
8639	port	172
8640	portabl	2
8641	porter	3
8642	porterag	1
8643	portion	13
8644	portland	7
8645	portman	1
8646	portrai	10
8647	portrait	5
8648	portray	1
8649	portsid	1
8650	portsmouth	5
8651	portugues	5
8652	pose	25
8653	posh	2
8654	posit	112
8655	possess	19
8656	possibl	236
8657	post	93
8658	postal	2
8659	postcard	1
8660	postelect	1
8661	poster	10
8662	posthum	7
8663	postmatch	2
8664	postmortem	1
8665	postpon	13
8666	postur	4
8667	postwar	1
8668	pot	2
8669	potato	2
8670	potent	3
8671	potenti	50
8672	pothol	1
8673	potrai	1
8674	potter	1
8675	pouch	2
8676	poultri	2
8677	pounc	1
8678	pound	25
8679	pour	39
8680	povel	1
8681	poverti	20
8682	pow	9
8683	powel	9
8684	power	330
8685	powerbrok	1
8686	powerfulli	2
8687	powerhous	1
8688	powerless	2
8689	poynter	1
8690	pozarevac	5
8691	practic	39
8692	praddo	1
8693	pradeep	1
8694	pradesh	4
8695	pragmat	4
8696	pragna	1
8697	pragu	1
8698	prai	23
8699	prais	28
8700	prakash	1
8701	pramod	1
8702	prankster	1
8703	prateek	1
8704	pratt	2
8705	pravda	1
8706	prayer	20
8707	pre	10
8708	preach	3
8709	precari	2
8710	precaut	34
8711	precautionari	6
8712	preced	10
8713	precinct	5
8714	preciou	4
8715	precipit	3
8716	precis	19
8717	preclud	1
8718	precondit	3
8719	predat	3
8720	predawn	1
8721	predecessor	7
8722	predgrag	4
8723	predica	1
8724	predict	55
8725	predominantli	1
8726	predrag	1
8727	prefabr	1
8728	prefer	17
8729	pregam	1
8730	pregnanc	1
8731	pregnant	5
8732	prejud	1
8733	prejudg	2
8734	prejudic	1
8735	preliminari	24
8736	prelud	2
8737	prematur	5
8738	premedit	6
8739	premis	2
8740	premium	1
8741	premonit	1
8742	preoccupi	2
8743	preordain	1
8744	prepackag	1
8745	prepar	128
8746	preparatori	1
8747	preplan	3
8748	preposit	1
8749	prerog	2
8750	presag	3
8751	prescrib	3
8752	prescript	10
8753	presenc	36
8754	present	61
8755	preserv	14
8756	presevo	1
8757	presid	552
8758	presiden	1
8759	presidenti	221
8760	press	121
8761	pressman	1
8762	pressur	74
8763	prestig	1
8764	prestigi	1
8765	presum	35
8766	presumpt	1
8767	preteen	1
8768	pretend	5
8769	pretext	2
8770	pretti	42
8771	prevail	21
8772	prevent	58
8773	preview	2
8774	previou	31
8775	previous	27
8776	pri	10
8777	prianka	1
8778	pribicev	1
8779	price	32
8780	pricei	1
8781	pride	13
8782	priest	14
8783	primari	15
8784	primarili	1
8785	prime	117
8786	primit	1
8787	princ	8
8788	princeton	2
8789	princip	6
8790	principl	19
8791	prinosil	2
8792	print	5
8793	prior	15
8794	prioriti	40
8795	priscilla	1
8796	prisilla	1
8797	prison	142
8798	prissila	1
8799	pristavkin	4
8800	pristina	5
8801	privaci	4
8802	privat	58
8803	privi	1
8804	privileg	9
8805	priyanka	1
8806	prize	12
8807	pro	45
8808	proactiv	1
8809	probabl	63
8810	probat	5
8811	probe	32
8812	probiti	1
8813	problem	99
8814	problemat	4
8815	proce	9
8816	procedur	31
8817	proceed	20
8818	process	100
8819	procession	1
8820	proclaim	18
8821	prod	2
8822	prodigi	1
8823	produc	35
8824	product	19
8825	prof	1
8826	profess	2
8827	profession	15
8828	professor	33
8829	professori	1
8830	profil	31
8831	profit	14
8832	profound	3
8833	progeni	1
8834	progenitor	1
8835	program	51
8836	progress	35
8837	prohibit	7
8838	project	26
8839	projectil	1
8840	prokuplj	1
8841	prolifer	1
8842	prolong	8
8843	promila	3
8844	promin	20
8845	promis	103
8846	promot	29
8847	prompt	46
8848	promptli	4
8849	prone	4
8850	pronounc	12
8851	proof	13
8852	prop	2
8853	propag	1
8854	propaganda	19
8855	prope	1
8856	propel	9
8857	propens	1
8858	proper	12
8859	properli	4
8860	properti	12
8861	prophet	2
8862	propon	2
8863	proport	3
8864	proportion	1
8865	propos	27
8866	proposit	7
8867	proprietor	1
8868	propuls	7
8869	proscrib	2
8870	prosecut	33
8871	prosecutor	61
8872	prospect	22
8873	prosper	30
8874	prosperi	1
8875	prostat	2
8876	prote	1
8877	protect	91
8878	protectionist	1
8879	protector	2
8880	protest	130
8881	protestor	9
8882	protic	1
8883	protract	5
8884	proud	15
8885	proudli	2
8886	prove	46
8887	proven	12
8888	provid	98
8889	providian	1
8890	provinc	30
8891	provis	7
8892	provision	4
8893	provoc	4
8894	provok	16
8895	prow	1
8896	prowl	1
8897	proxi	4
8898	prudenc	2
8899	prudent	6
8900	pry	5
8901	psychiatrist	1
8902	psychic	1
8903	psycholog	4
8904	psychologist	3
8905	psychosi	1
8906	ptt	1
8907	public	165
8908	publicist	1
8909	publicli	27
8910	publish	34
8911	puddl	1
8912	pueblo	2
8913	puerto	2
8914	puf	2
8915	puff	1
8916	pug	1
8917	pull	126
8918	pulpit	1
8919	puls	6
8920	pulver	1
8921	pumahambo	1
8922	pummel	1
8923	pump	10
8924	pumpkin	1
8925	punch	12
8926	punctuat	6
8927	punctur	9
8928	puni	1
8929	punish	48
8930	punit	2
8931	puppet	6
8932	purchas	22
8933	purdum	1
8934	pure	7
8935	purebr	2
8936	purg	3
8937	purif	3
8938	purifi	1
8939	purist	1
8940	puritan	1
8941	puriti	1
8942	purpl	4
8943	purport	1
8944	purpos	20
8945	purs	1
8946	pursu	36
8947	pursuit	1
8948	push	67
8949	put	32
8950	putawai	1
8951	putin	71
8952	putsch	3
8953	putt	1
8954	puzzl	8
8955	pyno	1
8956	pyongyang	1
8957	pyramid	1
8958	pyre	9
8959	qadhi	2
8960	qaeda	4
8961	qaida	4
8962	qatar	15
8963	qazi	1
8964	qian	1
8965	quaill	1
8966	quak	89
8967	qualif	4
8968	qualifi	18
8969	qualiti	7
8970	quang	2
8971	quantit	1
8972	quantiti	7
8973	quantum	5
8974	quarantin	1
8975	quarrelsom	2
8976	quarten	1
8977	quarter	31
8978	quarterback	1
8979	quarterdeck	2
8980	quarterfin	26
8981	quarterfinalist	4
8982	quartet	1
8983	quash	1
8984	quasi	1
8985	qud	1
8986	queen	3
8987	quell	4
8988	queri	1
8989	quest	1
8990	question	214
8991	queue	1
8992	quick	36
8993	quicker	3
8994	quickli	76
8995	quid	1
8996	quiet	14
8997	quieter	2
8998	quietli	13
8999	quietud	1
9000	quiglei	5
9001	quill	1
9002	quinci	3
9003	quinn	11
9004	quip	1
9005	quit	63
9006	quiver	1
9007	quiz	2
9008	quizz	1
9009	quo	1
9010	quorum	2
9011	quot	45
9012	quotat	1
9013	quotient	1
9014	quow	1
9015	quran	2
9016	rabitah	1
9017	racak	1
9018	race	102
9019	racial	4
9020	racicot	1
9021	racism	1
9022	racist	1
9023	rack	2
9024	racket	29
9025	rackham	1
9026	rad	1
9027	radar	9
9028	radavan	1
9029	raddatz	1
9030	rade	2
9031	radford	1
9032	radiat	3
9033	radic	24
9034	radicor	1
9035	radio	72
9036	radioact	1
9037	radioprograma	7
9038	radoman	3
9039	radov	2
9040	radovan	3
9041	rafael	2
9042	rafiq	1
9043	raft	2
9044	rafter	27
9045	raftogi	3
9046	rag	6
9047	rage	12
9048	rahman	2
9049	rai	11
9050	raid	8
9051	rail	2
9052	railroad	5
9053	railwai	6
9054	rain	28
9055	raincoat	2
9056	raini	8
9057	rainstorm	2
9058	rais	91
9059	raiser	15
9060	raj	1
9061	rajan	1
9062	rajasthan	4
9063	rajat	3
9064	rajendrakumar	1
9065	rajesh	3
9066	ralli	126
9067	ralph	10
9068	ram	9
9069	rama	1
9070	ramadan	3
9071	ramallah	4
9072	rambhai	3
9073	rambo	4
9074	ramesh	3
9075	ramirez	5
9076	ramiy	1
9077	ramo	1
9078	ramp	6
9079	rampag	6
9080	rampal	1
9081	rampant	10
9082	ramshackl	1
9083	ramstein	20
9084	ran	39
9085	ranad	3
9086	ranch	3
9087	rancher	1
9088	rancor	3
9089	rand	1
9090	randi	19
9091	random	6
9092	rang	46
9093	rangel	1
9094	ranger	1
9095	rank	41
9096	rann	1
9097	ransom	3
9098	rap	1
9099	rape	8
9100	rapid	9
9101	rapidli	13
9102	rapist	14
9103	rapproch	4
9104	raquel	2
9105	rare	54
9106	rarer	1
9107	rariti	1
9108	rash	1
9109	rashad	1
9110	rashid	2
9111	rasik	1
9112	rat	3
9113	rate	17
9114	rath	1
9115	rathod	1
9116	ratif	1
9117	ratifi	4
9118	ration	4
9119	rational	1
9120	ratko	2
9121	ratliff	1
9122	ratnal	1
9123	ratnalaswami	1
9124	rattl	8
9125	raucou	4
9126	ravag	12
9127	raven	2
9128	ravenel	1
9129	ravin	5
9130	raw	2
9131	rawalpindi	1
9132	raymond	4
9133	raznatov	1
9134	razor	3
9135	razzano	4
9136	rdp	1
9137	rdr	5
9138	reach	168
9139	reachabl	4
9140	react	9
9141	reaction	17
9142	reactionari	1
9143	reactor	5
9144	read	13
9145	reader	2
9146	readi	5
9147	reaffirm	4
9148	reagan	9
9149	real	74
9150	realist	4
9151	realiti	18
9152	realiz	32
9153	realli	105
9154	reappear	2
9155	rear	35
9156	rearrest	1
9157	reason	100
9158	reassert	2
9159	reassess	1
9160	reassum	1
9161	reassur	6
9162	rebecca	1
9163	rebel	14
9164	rebelli	1
9165	rebellion	6
9166	rebirth	1
9167	rebound	7
9168	rebroadcast	2
9169	rebuf	1
9170	rebuff	1
9171	rebuild	22
9172	rebuilt	1
9173	rebuk	3
9174	reburi	3
9175	rebutt	1
9176	recal	17
9177	recalcitr	1
9178	recant	8
9179	recap	1
9180	recaptur	6
9181	reced	4
9182	receipt	7
9183	receiv	130
9184	recent	143
9185	recept	6
9186	receptionist	1
9187	recess	1
9188	recipi	2
9189	recit	1
9190	reckon	5
9191	reclaim	5
9192	reclus	3
9193	recogn	47
9194	recognit	5
9195	recomm	1
9196	recommend	41
9197	recon	1
9198	reconcil	1
9199	reconcili	19
9200	reconnaiss	2
9201	reconsid	2
9202	reconstitut	2
9203	reconstruct	7
9204	record	84
9205	recount	16
9206	recov	130
9207	recoveri	48
9208	recreat	9
9209	recrimin	1
9210	recruit	11
9211	rectifi	1
9212	rector	1
9213	recuper	3
9214	recur	2
9215	recurr	5
9216	redcross	1
9217	reddish	1
9218	reded	1
9219	redeem	2
9220	redefin	2
9221	redempt	1
9222	redesign	1
9223	redesignwo	1
9224	redford	1
9225	rediscov	1
9226	redistrict	1
9227	redress	1
9228	redskin	1
9229	reduc	27
9230	reduct	2
9231	reebok	1
9232	reeca	1
9233	reeker	9
9234	reel	1
9235	reemerg	1
9236	reenerg	1
9237	reenter	1
9238	reev	1
9239	reexamin	1
9240	refer	59
9241	referendum	9
9242	refin	1
9243	refineri	4
9244	refit	2
9245	reflag	1
9246	reflect	36
9247	reflex	1
9248	reform	48
9249	refrain	3
9250	refresh	2
9251	refriger	2
9252	refuel	122
9253	refug	7
9254	refuge	7
9255	refund	1
9256	refurbish	1
9257	refus	113
9258	refut	3
9259	regain	13
9260	regalia	2
9261	regalla	1
9262	regard	32
9263	regardless	7
9264	regga	1
9265	regim	64
9266	region	154
9267	regist	31
9268	registr	4
9269	registri	2
9270	regret	12
9271	regretfulli	1
9272	regroup	5
9273	regul	12
9274	regular	14
9275	regularli	4
9276	regulatori	1
9277	rehabilit	4
9278	rehears	2
9279	rehir	1
9280	rehnquist	2
9281	rei	1
9282	reicher	1
9283	reichstag	1
9284	reign	11
9285	reignit	1
9286	reimpos	1
9287	rein	5
9288	reincarn	1
9289	reinforc	19
9290	reinstat	2
9291	reinstitut	1
9292	reintegr	5
9293	reiter	8
9294	reject	61
9295	rejoic	3
9296	rejoin	2
9297	rekanlt	1
9298	rel	75
9299	relai	6
9300	relat	104
9301	relationship	41
9302	relax	12
9303	relearn	1
9304	releas	153
9305	relent	1
9306	relentless	4
9307	relev	6
9308	reli	10
9309	reliabl	2
9310	relianc	3
9311	relief	64
9312	reliev	9
9313	religi	27
9314	religion	8
9315	relinquish	8
9316	relish	2
9317	reliv	2
9318	reloc	1
9319	reluct	13
9320	reluctantli	2
9321	remain	329
9322	remaind	6
9323	remak	1
9324	remark	39
9325	rematch	5
9326	remedi	1
9327	rememb	54
9328	remembr	2
9329	remind	27
9330	reminisc	2
9331	remiss	13
9332	remnant	3
9333	remors	2
9334	remot	16
9335	remotest	2
9336	remov	80
9337	renaiss	2
9338	renam	4
9339	render	9
9340	rendero	2
9341	rendezv	2
9342	rene	2
9343	renew	17
9344	renna	1
9345	reno	10
9346	renomin	1
9347	renounc	5
9348	renown	1
9349	rent	12
9350	rental	1
9351	reoccur	1
9352	reopen	8
9353	reorgan	2
9354	rep	40
9355	repackag	1
9356	repai	2
9357	repaid	2
9358	repaint	1
9359	repair	45
9360	repatri	7
9361	repeal	1
9362	repeat	27
9363	repeatedli	28
9364	repel	9
9365	repent	3
9366	repetit	1
9367	replac	44
9368	replai	1
9369	replet	1
9370	repli	20
9371	replic	1
9372	repor	1
9373	report	401
9374	reportedli	28
9375	repres	70
9376	represent	3
9377	repress	9
9378	repriev	1
9379	repris	6
9380	republ	66
9381	republican	120
9382	republika	1
9383	repudi	1
9384	repuls	3
9385	reput	29
9386	reputedli	4
9387	request	56
9388	requir	77
9389	rerout	1
9390	rerun	2
9391	reschedul	1
9392	rescu	114
9393	rescuer	49
9394	research	21
9395	resembl	6
9396	resent	12
9397	reserv	19
9398	resettl	1
9399	reshap	3
9400	resid	99
9401	residenti	10
9402	residu	8
9403	resign	84
9404	resili	5
9405	resist	32
9406	resolut	15
9407	resolv	35
9408	reson	1
9409	resort	24
9410	resound	2
9411	resourc	12
9412	respect	56
9413	respectfulli	1
9414	respir	2
9415	respiratori	2
9416	responbl	1
9417	respond	50
9418	respons	175
9419	ressam	1
9420	rest	11
9421	restart	2
9422	restat	1
9423	restaur	8
9424	restitut	5
9425	restiv	3
9426	restless	1
9427	restock	1
9428	restor	57
9429	restrain	4
9430	restraint	3
9431	restrict	14
9432	result	146
9433	resum	29
9434	resumpt	2
9435	resurfac	5
9436	resurg	4
9437	resurrect	2
9438	resuscit	1
9439	retail	2
9440	retain	17
9441	retak	7
9442	retali	29
9443	retaliatori	4
9444	retard	1
9445	retherford	1
9446	rethink	2
9447	retic	1
9448	retinu	1
9449	retir	94
9450	retire	1
9451	retrac	1
9452	retract	15
9453	retractor	1
9454	retreat	16
9455	retrial	2
9456	retribut	2
9457	retriev	25
9458	retrospect	5
9459	return	235
9460	returne	1
9461	reunif	1
9462	reunion	2
9463	reunit	4
9464	reuter	3
9465	rev	2
9466	reveal	34
9467	revel	8
9468	reveng	13
9469	revenu	2
9470	rever	5
9471	reverber	1
9472	revers	24
9473	revert	1
9474	review	51
9475	revil	2
9476	revis	16
9477	reviv	18
9478	revkin	1
9479	revok	4
9480	revolt	15
9481	revolut	30
9482	revolutionari	11
9483	revolv	5
9484	revonish	1
9485	reward	38
9486	rewrit	1
9487	rewrot	1
9488	rex	3
9489	rey	3
9490	reynaldo	1
9491	reynold	4
9492	rfa	1
9493	rg	1
9494	rhein	5
9495	rhetor	4
9496	rheumat	2
9497	rhode	4
9498	riad	1
9499	rial	1
9500	rib	1
9501	ribat	1
9502	ribbon	3
9503	rica	2
9504	rican	2
9505	ricardo	17
9506	rice	19
9507	rich	34
9508	richard	49
9509	richardson	1
9510	richer	1
9511	richest	2
9512	richmond	3
9513	richter	7
9514	rick	19
9515	ricochet	1
9516	rid	8
9517	riddanc	1
9518	riddl	1
9519	ride	17
9520	rider	1
9521	riderless	1
9522	ridg	8
9523	ridicul	2
9524	riestra	1
9525	rifai	3
9526	rifl	20
9527	rift	1
9528	rig	23
9529	rigg	4
9530	right	201
9531	rightist	1
9532	rigor	1
9533	rim	7
9534	ringlead	12
9535	ringold	1
9536	rinn	1
9537	rins	2
9538	rio	2
9539	riot	34
9540	rioter	1
9541	riotou	1
9542	rip	47
9543	rippl	2
9544	rippner	6
9545	rise	64
9546	risen	7
9547	risk	57
9548	riski	13
9549	ristic	1
9550	rita	6
9551	ritesh	1
9552	rith	1
9553	rittner	4
9554	ritual	3
9555	riva	23
9556	rival	41
9557	rivalri	10
9558	rivasseau	1
9559	river	13
9560	rivera	1
9561	riverb	1
9562	riversid	1
9563	rivet	1
9564	riviera	2
9565	riyadh	7
9566	rnahan	1
9567	rnment	1
9568	roach	2
9569	road	61
9570	roadblock	17
9571	roadsid	2
9572	roadwai	1
9573	roam	12
9574	roar	15
9575	rob	17
9576	robb	17
9577	robber	19
9578	robberi	55
9579	robe	7
9580	rober	3
9581	robert	91
9582	roberto	2
9583	robertson	4
9584	robin	4
9585	robinson	2
9586	robust	2
9587	rochel	1
9588	rochest	2
9589	rochu	2
9590	rock	75
9591	rocket	16
9592	rocki	7
9593	rockland	4
9594	rockport	1
9595	rod	25
9596	rode	4
9597	roderick	2
9598	rodger	2
9599	rodham	47
9600	rodrick	1
9601	rodriguez	16
9602	rodriquez	2
9603	rodwai	3
9604	rogan	3
9605	roger	48
9606	rogu	3
9607	rohit	1
9608	roi	7
9609	roil	1
9610	rok	3
9611	rolan	1
9612	roland	3
9613	role	59
9614	roll	27
9615	rolla	9
9616	roller	1
9617	rollerblad	1
9618	roman	7
9619	romania	6
9620	romanian	3
9621	romano	1
9622	rome	2
9623	romero	5
9624	ronai	1
9625	ronald	13
9626	ronchest	1
9627	rondero	2
9628	ronni	1
9629	roof	26
9630	rooftop	1
9631	rooki	1
9632	room	58
9633	roommat	1
9634	roosevelt	1
9635	roost	1
9636	root	10
9637	rope	6
9638	roper	1
9639	rorter	1
9640	rosa	2
9641	rose	33
9642	rosenberg	9
9643	rosenburg	1
9644	rosenfield	1
9645	rosewal	1
9646	roshan	1
9647	rosovski	2
9648	rostenkowski	4
9649	roster	2
9650	roswel	1
9651	rot	4
9652	rotat	4
9653	rotaviru	2
9654	roth	14
9655	rotor	1
9656	roug	1
9657	roughli	16
9658	roughshod	1
9659	round	29
9660	roundli	1
9661	rout	64
9662	routin	20
9663	rove	2
9664	row	11
9665	rowland	9
9666	royal	7
9667	rss	1
9668	rt	2
9669	rtj	1
9670	rtr	3
9671	ruano	2
9672	rub	4
9673	rubber	24
9674	rubber_	2
9675	rubbl	62
9676	rubblervivor	1
9677	rubenstein	2
9678	rubi	2
9679	rubin	7
9680	rude	2
9681	ruder	1
9682	rudimentari	1
9683	rudnick	1
9684	rudolph	10
9685	rue	1
9686	ruegg	1
9687	ruesta	3
9688	rueter	1
9689	rug	5
9690	rugd	1
9691	ruger	1
9692	rugova	1
